,name/ pos- ref- alt
3012,SRR924700
3013,ERR1034827
3014,ERR176461
3015,SRR2100763
3016,ERR1213857
3017,SRR1180248
3018,ERR551923
3019,ERR1034739
3020,ERR553296
3021,ERR551895
3022,SRR2101227
3023,SRR2101558
3024,SRR1173278
3025,SRR1174830
3026,ERR216923
3027,ERR1213907
3028,SRR2100480
3029,SRR1169149
3030,ERR176723
3031,SRR1181088
3032,SRR1167170
3033,ERR181880
3034,SRR1165698
3035,SRR1162477
3036,SRR1173021
3037,SRR1173039
3038,ERR176562
3039,SRR1169206
3040,ERR190347
3041,SRR1169513
3042,ERR688030
3043,ERR1036277
3044,SRR1180433
3045,SRR1167362
3046,SRR2101770
3047,SRR2101629
3048,ERR245717
3049,SRR2101744
3050,SRR1013659
3051,ERR1873496
3052,SRR2099971
3053,ERR161031
3054,SRR2101359
3055,SRR1173695
3056,ERR181985
3057,ERR552503
3058,ERR1035244
3059,SRR1013563
3060,SRR2101323
3061,SRR1169040
3062,SRR1184299
3063,ERR552382
3064,ERR1873401
3065,SRR3675493
3066,SRR1172856
3067,ERR1035105
3068,ERR181691
3069,SRR1169168
3070,ERR176767
3071,ERR553005
3072,ERR1034996
3073,SRR998609
3074,SRR2101185
3075,SRR2100590
3076,ERR1213920
3077,SRR1146374
3078,SRR1169157
3079,SRR2101415
3080,ERR552401
3081,ERR552682
3082,ERR212181
3083,SRR671860
3084,SRR2100822
3085,SRR1011449
3086,SRR1169224
3087,SRR998713
3088,ERR163997
3089,ERR1213863
3090,SRR1163135
3091,ERR1213902
3092,ERR1035152
3093,SRR1173718
3094,ERR221579
3095,ERR1035020
3096,ERR181900
3097,ERR1035310
3098,SRR2100224
3099,ERR190338
3100,SRR1163207
3101,ERR550957
3102,ERR124650
3103,SRR1163379
3104,ERR552955
3105,SRR2100930
3106,ERR551867
3107,SRR1144833
3108,ERR181731
3109,SRR1180991
3110,SRR2100565
3111,ERR552498
3112,ERR126617
3113,ERR553208
3114,SRR1173031
3115,ERR552722
3116,SRR833080
3117,ERR161119
3118,ERR551213
3119,SRR2101683
3120,ERR126602
3121,ERR037524
3122,SRR1173142
3123,ERR212178
3124,SRR1173324
3125,ERR176552
3126,ERR1034882
3127,SRR671727
3128,SRR2101387
3129,SRR2101754
3130,ERR550989
3131,ERR1034992
3132,SRR833034
3133,ERR1873437
3134,SRR833022
3135,SRR1169059
3136,ERR552586
3137,ERR161162
3138,SRR998577
3139,SRR1167252
3140,SRR1162852
3141,SRR2101345
3142,ERR1035042
3143,SRR2100413
3144,ERR1035037
3145,ERR190369
3146,SRR2100937
3147,ERR552167
3148,SRR1144740
3149,ERR1035087
3150,ERR1036296
3151,SRR2101781
3152,SRR1172074
3153,ERR181983
3154,ERR1873469
3155,ERR181989
3156,ERR1873440
3157,SRR2467267
3158,SRR2100850
3159,ERR551321
3160,ERR229983
3161,SRR1173331
3162,ERR552857
3163,SRR1181018
3164,ERR212038
3165,ERR221588
3166,ERR1034620
3167,SRR1181097
3168,SRR2101019
3169,ERR551797
3170,ERR181987
3171,ERR1034928
3172,SRR1162969
3173,ERR1034929
3174,SRR833146
3175,ERR221545
3176,SRR2100568
3177,ERR552291
3178,SRR998798
3179,SRR998638
3180,SRR1167351
3181,ERR176817
3182,SRR1144743
3183,ERR212046
3184,ERR176524
3185,SRR2100153
3186,SRR3675535
3187,ERR550784
3188,SRR2100486
3189,ERR1213922
3190,SRR924204
3191,ERR1035026
3192,SRR1181008
3193,SRR2100571
3194,SRR1159861
3195,SRR2100061
3196,ERR2145498
3197,ERR161130
3198,SRR2101059
3199,SRR1180305
3200,SRR1173692
3201,SRR1162819
3202,ERR1035282
3203,ERR245837
3204,ERR552478
3205,ERR176714
3206,SRR2100637
3207,SRR1184315
3208,ERR1873536
3209,ERR552399
3210,SRR1162473
3211,SRR1165641
3212,SRR1169536
3213,ERR176688
3214,SRR2100706
3215,SRR671833
3216,ERR181795
3217,ERR1873483
3218,SRR1180938
3219,ERR181975
3220,SRR2100627
3221,SRR1166170
3222,ERR1873390
3223,ERR1034958
3224,ERR550749
3225,ERR551763
3226,SRR2101055
3227,SRR1167270
3228,SRR2101750
3229,SRR2100897
3230,ERR1213856
3231,SRR2101446
3232,SRR1172874
3233,SRR1173348
3234,ERR552114
3235,ERR037502
3236,ERR551642
3237,ERR212129
3238,SRR2101014
3239,ERR036244
3240,ERR552686
3241,ERR552199
3242,SRR1172144
3243,SRR1013574
3244,SRR1172150
3245,SRR2101197
3246,SRR1049050
3247,SRR1181042
3248,ERR1034759
3249,ERR552110
3250,SRR3675439
3251,SRR2100817
3252,ERR1034779
3253,ERR552436
3254,ERR245702
3255,ERR245712
3256,ERR550656
3257,ERR552752
3258,SRR2100051
3259,ERR551058
3260,SRR1048861
3261,SRR2101461
3262,SRR2101616
3263,ERR550692
3264,ERR176728
3265,SRR2101567
3266,SRR1180925
3267,ERR1873463
3268,SRR2101745
3269,SRR2100755
3270,SRR1165537
3271,SRR2099927
3272,SRR3675556
3273,SRR1172863
3274,ERR551293
3275,SRR2101668
3276,ERR126633
3277,SRR1019167
3278,SRR1181212
3279,ERR176455
3280,SRR1184362
3281,ERR552076
3282,ERR1035011
3283,ERR552810
3284,SRR1165419
3285,ERR1035348
3286,SRR2101593
3287,SRR998814
3288,SRR2101101
3289,ERR551927
3290,SRR2101568
3291,ERR1035204
3292,SRR1173033
3293,SRR1165222
3294,SRR2100926
3295,SRR1184320
3296,ERR229999
3297,SRR1166339
3298,SRR2101792
3299,SRR2100611
3300,ERR212032
3301,SRR2101383
3302,SRR1165376
3303,ERR212086
3304,ERR552657
3305,SRR2099950
3306,ERR552978
3307,SRR2100256
3308,SRR2100778
3309,SRR1180290
3310,SRR671733
3311,ERR181968
3312,SRR2100285
3313,SRR998838
3314,SRR3675208
3315,SRR2100258
3316,SRR1011455
3317,SRR1049601
3318,SRR1162504
3319,SRR1162953
3320,SRR2100575
3321,SRR1165695
3322,ERR553085
3323,ERR552269
3324,ERR552160
3325,SRR2101104
3326,SRR1184343
3327,SRR1163194
3328,ERR212101
3329,ERR2124080
3330,SRR1172293
3331,ERR1213915
3332,SRR1169516
3333,ERR181684
3334,ERR551433
3335,SRR2100542
3336,SRR3675277
3337,SRR1172145
3338,ERR037507
3339,SRR2101168
3340,SRR1049666
3341,SRR1184314
3342,ERR1873527
3343,SRR1172907
3344,ERR551291
3345,ERR067737
3346,SRR1180238
3347,SRR1169118
3348,ERR176672
3349,SRR3675237
3350,SRR1169034
3351,SRR2100629
3352,ERR163977
3353,ERR498374
3354,ERR137205
3355,SRR1049580
3356,SRR833098
3357,SRR2101234
3358,SRR2101680
3359,SRR1011456
3360,SRR1165702
3361,SRR1173171
3362,ERR1213916
3363,SRR1169227
3364,ERR176611
3365,SRR1173165
3366,ERR181807
3367,SRR1175469
3368,SRR1166337
3369,ERR176801
3370,SRR1159338
3371,SRR1180211
3372,SRR1163337
3373,ERR176539
3374,SRR2100839
3375,SRR1169020
3376,ERR550875
3377,ERR1034619
3378,ERR1035027
3379,ERR1034896
3380,SRR833012
3381,ERR181973
3382,ERR1035148
3383,ERR1035339
3384,SRR2100959
3385,ERR1213872
3386,SRR2100444
3387,SRR2100394
3388,SRR1011485
3389,ERR551623
3390,SRR1162495
3391,ERR1034681
3392,SRR1163147
3393,SRR2101240
3394,ERR551129
3395,ERR553339
3396,SRR1169129
3397,ERR245773
3398,SRR2101496
3399,ERR1035292
3400,SRR2101074
3401,ERR551395
3402,SRR1163234
3403,ERR245751
3404,SRR2100332
3405,SRR1169142
3406,ERR551727
3407,SRR1167185
3408,SRR1173684
3409,SRR1173599
3410,SRR1173615
3411,ERR551176
3412,ERR551599
3413,ERR1034815
3414,SRR1181205
3415,ERR552011
3416,SRR2100421
3417,SRR1173223
3418,SRR2100437
3419,SRR2100557
3420,ERR176722
3421,ERR212122
3422,ERR181996
3423,SRR1169178
3424,SRR1159038
3425,SRR2100295
3426,ERR182027
3427,SRR1735661
3428,SRR1180281
3429,SRR1062901
3430,ERR1035145
3431,SRR847781
3432,SRR2100790
3433,ERR176646
3434,ERR1213918
3435,SRR2100558
3436,ERR553266
3437,ERR181889
3438,SRR1173333
3439,SRR1735696
3440,SRR2100268
3441,ERR190363
3442,SRR1013673
3443,ERR181685
3444,SRR1146313
3445,ERR176472
3446,SRR2100132
3447,SRR1049595
3448,ERR551932
3449,SRR1165639
3450,SRR2101697
3451,SRR1167319
3452,SRR1049624
3453,ERR176748
3454,SRR1172289
3455,SRR1049638
3456,ERR036222
3457,ERR176683
3458,ERR161089
3459,SRR1181002
3460,SRR1173574
3461,ERR190386
3462,SRR1163218
3463,SRR1169495
3464,ERR212165
3465,SRR2100172
3466,ERR1035154
3467,SRR1162867
3468,SRR1159053
3469,ERR552446
3470,SRR1163189
3471,ERR552520
3472,SRR2100769
3473,SRR1165216
3474,ERR176579
3475,SRR1163110
3476,ERR181993
3477,SRR1013594
3478,SRR1163198
3479,ERR1035056
3480,SRR2100502
3481,SRR1162898
3482,SRR2100492
3483,ERR550978
3484,ERR1035335
3485,SRR1169531
3486,ERR181894
3487,ERR550689
3488,SRR924701
3489,SRR2101385
3490,ERR550999
3491,ERR551296
3492,ERR1873509
3493,SRR2100068
3494,ERR1034627
3495,ERR190358
3496,SRR1167338
3497,ERR190399
3498,ERR553283
3499,ERR553069
3500,SRR1167280
3501,SRR998589
3502,ERR212054
3503,SRR1103381
3504,ERR181995
3505,SRR1172363
3506,SRR1180139
3507,ERR221554
3508,ERR176665
3509,SRR2101330
3510,SRR1144798
3511,SRR2100240
3512,SRR2101543
3513,ERR161038
3514,SRR1172721
3515,SRR1203934
3516,SRR2100197
3517,ERR1873524
3518,SRR998700
3519,SRR1049028
3520,ERR036192
3521,SRR2101338
3522,SRR2099956
3523,ERR552812
3524,SRR1165230
3525,SRR1181013
3526,ERR400522
3527,SRR1172203
3528,SRR1159370
3529,SRR1146416
3530,SRR1162509
3531,ERR552464
3532,SRR1180265
3533,SRR1062898
3534,SRR2099929
3535,ERR1034900
3536,SRR1180259
3537,SRR1173813
3538,SRR2101603
3539,ERR1036286
3540,SRR1174841
3541,SRR1181307
3542,SRR2101382
3543,SRR2101012
3544,SRR2101068
3545,SRR1169247
3546,ERR550698
3547,ERR212013
3548,ERR1035079
3549,ERR245734
3550,SRR1172931
3551,SRR1169186
3552,ERR1035069
3553,ERR181837
3554,SRR2100428
3555,SRR2101702
3556,ERR551002
3557,SRR1049032
3558,ERR552067
3559,ERR126607
3560,SRR2100228
3561,SRR833005
3562,SRR1158931
3563,SRR1180156
3564,SRR2100875
3565,SRR2100219
3566,ERR221534
3567,SRR2101271
3568,ERR212029
3569,SRR1146339
3570,SRR2100900
3571,SRR1173056
3572,ERR551985
3573,SRR2101091
3574,ERR036226
3575,SRR2101223
3576,ERR181930
3577,ERR161013
3578,ERR1035202
3579,ERR1213827
3580,ERR212084
3581,SRR1013666
3582,ERR552324
3583,SRR1165621
3584,ERR037540
3585,SRR1173680
3586,ERR551193
3587,SRR1173134
3588,SRR1183101
3589,ERR182044
3590,ERR1873477
3591,SRR2100111
3592,SRR3675576
3593,SRR1169014
3594,ERR1034963
3595,ERR176459
3596,ERR552740
3597,SRR1163113
3598,SRR2100233
3599,SRR1162540
3600,ERR245737
3601,SRR2100858
3602,ERR550731
3603,SRR833035
3604,ERR552410
3605,SRR1167315
3606,SRR1062873
3607,SRR2101320
3608,SRR1146290
3609,ERR037497
3610,SRR1181315
3611,SRR1175055
3612,ERR036190
3613,SRR1183663
3614,SRR1165255
3615,SRR998637
3616,SRR3675564
3617,SRR1144745
3618,ERR551754
3619,SRR833041
3620,ERR551271
3621,ERR551821
3622,ERR1034843
3623,SRR1159175
3624,SRR1181308
3625,SRR1180199
3626,SRR2101391
3627,ERR551025
3628,SRR1019156
3629,SRR1011458
3630,ERR552244
3631,SRR1013672
3632,ERR181797
3633,ERR176583
3634,SRR2100028
3635,SRR1184322
3636,SRR1165372
3637,SRR847789
3638,ERR2145514
3639,SRR1169176
3640,ERR212161
3641,ERR1034924
3642,SRR2100186
3643,SRR671775
3644,SRR1165693
3645,SRR2100167
3646,SRR2100982
3647,SRR2100255
3648,SRR1165249
3649,SRR1159780
3650,SRR1180288
3651,ERR552400
3652,SRR2100642
3653,ERR1035089
3654,ERR1034770
3655,ERR552690
3656,SRR1172022
3657,ERR551955
3658,SRR1172990
3659,ERR176717
3660,SRR1180342
3661,SRR1173520
3662,ERR176729
3663,SRR1173296
3664,ERR552238
3665,SRR1049036
3666,ERR245758
3667,SRR1175037
3668,ERR1034774
3669,SRR2101188
3670,SRR1013605
3671,SRR3675289
3672,SRR1165273
3673,SRR2101482
3674,ERR229992
3675,SRR1013545
3676,SRR1159154
3677,ERR1034649
3678,ERR551462
3679,SRR1168996
3680,ERR552677
3681,SRR1173117
3682,ERR551872
3683,SRR998710
3684,ERR550961
3685,SRR2101135
3686,SRR1173430
3687,SRR1165533
3688,ERR551482
3689,SRR1180246
3690,ERR552661
3691,SRR2101353
3692,ERR245713
3693,SRR671839
3694,ERR067676
3695,ERR1873484
3696,SRR998718
3697,SRR1169125
3698,SRR1165315
3699,SRR847800
3700,ERR552883
3701,SRR1162807
3702,SRR2100641
3703,SRR1165700
3704,ERR212157
3705,ERR2145512
3706,SRR1169025
3707,SRR1166136
3708,SRR1103551
3709,SRR2101450
3710,SRR2099943
3711,SRR2100597
3712,SRR1180178
3713,SRR998752
3714,ERR550711
3715,SRR998708
3716,ERR1035333
3717,ERR1035332
3718,SRR1162861
3719,ERR1034802
3720,SRR2100881
3721,SRR1048869
3722,SRR2101081
3723,SRR1168979
3724,SRR1172738
3725,SRR2101740
3726,ERR1873479
3727,SRR1167271
3728,ERR190377
3729,ERR181763
3730,ERR1213891
3731,SRR2100903
3732,SRR1166184
3733,SRR671742
3734,SRR1163319
3735,ERR551607
3736,ERR551638
3737,ERR163936
3738,ERR552342
3739,ERR211997
3740,ERR551119
3741,SRR1169538
3742,ERR1034938
3743,SRR2101504
3744,ERR1213933
3745,SRR998789
3746,SRR1049608
3747,SRR2101399
3748,SRR2100794
3749,SRR1172347
3750,ERR212068
3751,SRR1169134
3752,SRR2101458
3753,ERR553234
3754,ERR551160
3755,ERR1036292
3756,SRR1172994
3757,SRR998721
3758,SRR833158
3759,SRR2100020
3760,SRR2100676
3761,ERR212175
3762,SRR2100276
3763,ERR1034834
3764,SRR1163404
3765,SRR2101476
3766,ERR181861
3767,SRR1163219
3768,ERR212023
3769,SRR2100521
3770,ERR1034685
3771,SRR1159299
3772,SRR2100643
3773,ERR230005
3774,ERR1035124
3775,SRR1144746
3776,SRR1181106
3777,ERR551720
3778,SRR1167268
3779,SRR2101405
3780,SRR1165239
3781,SRR2100149
3782,ERR181833
3783,ERR161100
3784,ERR245715
3785,SRR1163336
3786,SRR1163106
3787,SRR2101269
3788,SRR924702
3789,SRR998636
3790,SRR1013645
3791,SRR1172202
3792,SRR1167349
3793,ERR551564
3794,SRR2101490
3795,SRR2100513
3796,ERR036213
3797,ERR212012
3798,SRR1168985
3799,SRR2101698
3800,SRR1180303
3801,SRR2100142
3802,ERR552716
3803,ERR245684
3804,SRR1173245
3805,SRR2101512
3806,SRR2100094
3807,SRR1167343
3808,SRR1173845
3809,SRR2101077
3810,ERR550906
3811,ERR1213855
3812,SRR1169150
3813,SRR1163079
3814,ERR221599
3815,ERR867550
3816,ERR552744
3817,SRR2100355
3818,SRR1165669
3819,ERR037492
3820,SRR1062886
3821,ERR553349
3822,SRR2101315
3823,ERR550700
3824,SRR1173024
3825,ERR190336
3826,SRR3675291
3827,ERR1035298
3828,SRR1062931
3829,SRR2101597
3830,SRR2101006
3831,SRR1167311
3832,SRR2101581
3833,ERR552220
3834,SRR1165269
3835,SRR1180242
3836,ERR1034727
3837,ERR1034949
3838,SRR1735713
3839,ERR1034683
3840,SRR2100358
3841,SRR2100351
3842,ERR553096
3843,ERR551458
3844,SRR1167354
3845,ERR216935
3846,ERR163958
3847,SRR2101243
3848,SRR1175039
3849,SRR1167321
3850,SRR2101228
3851,ERR1873559
3852,SRR671830
3853,SRR2100655
3854,SRR2100429
3855,ERR161016
3856,SRR1013551
3857,SRR2100925
3858,SRR2100114
3859,SRR1169568
3860,ERR163986
3861,SRR1172845
3862,ERR245731
3863,ERR176684
3864,SRR1181282
3865,SRR2101576
3866,ERR1034966
3867,ERR552904
3868,SRR1158874
3869,ERR551285
3870,ERR1873531
3871,ERR550632
3872,ERR144613
3873,ERR181988
3874,ERR212066
3875,SRR1173104
3876,ERR551637
3877,SRR2101747
3878,SRR2100309
3879,SRR1159361
3880,SRR1735628
3881,ERR551934
3882,ERR551611
3883,ERR552082
3884,SRR1169214
3885,ERR552703
3886,SRR2100952
3887,ERR550650
3888,ERR1035322
3889,ERR182031
3890,SRR2100564
3891,ERR216968
3892,ERR552758
3893,ERR036216
3894,ERR1213925
3895,ERR1035081
3896,ERR176770
3897,SRR1165504
3898,ERR1213835
3899,ERR1873510
3900,SRR1167314
3901,ERR551698
3902,ERR190395
3903,SRR1166144
3904,SRR998605
3905,SRR1165563
3906,SRR1169463
3907,SRR1173485
3908,SRR998600
3909,ERR1873471
3910,ERR553032
3911,SRR2100124
3912,SRR2100761
3913,SRR1173149
3914,SRR1047997
3915,SRR1159904
3916,ERR176786
3917,SRR1013612
3918,ERR1034909
3919,SRR2101722
3920,SRR1165685
3921,SRR1173535
3922,SRR2101788
3923,ERR551510
3924,ERR2124101
3925,ERR182046
3926,SRR1049747
3927,ERR037483
3928,SRR2100299
3929,ERR1034962
3930,ERR181936
3931,ERR1035191
3932,SRR2100464
3933,SRR2100277
3934,ERR551944
3935,SRR1172754
3936,SRR1162796
3937,SRR1169124
3938,SRR2100908
3939,ERR551353
3940,ERR552483
3941,ERR216936
3942,ERR212004
3943,SRR1162802
3944,SRR1011514
3945,SRR2099952
3946,SRR1163233
3947,SRR2100737
3948,ERR176541
3949,SRR2101522
3950,ERR551731
3951,SRR1181159
3952,SRR1181142
3953,ERR181787
3954,SRR1049673
3955,SRR1180296
3956,SRR2101321
3957,ERR552338
3958,ERR181966
3959,ERR1213877
3960,SRR2101098
3961,ERR553195
3962,SRR847796
3963,SRR1173455
3964,SRR1173092
3965,ERR551311
3966,SRR1159818
3967,SRR2099948
3968,SRR1172783
3969,ERR551251
3970,SRR2100973
3971,SRR2100182
3972,ERR163970
3973,SRR1163080
3974,SRR1167289
3975,SRR1180334
3976,ERR181939
3977,SRR2101072
3978,SRR2100082
3979,SRR1173156
3980,ERR1035129
3981,ERR181872
3982,ERR550724
3983,SRR1048011
3984,SRR2101484
3985,ERR551434
3986,SRR1180233
3987,ERR176809
3988,ERR037543
3989,SRR1019136
3990,ERR230004
3991,SRR2101771
3992,ERR176814
3993,SRR2100491
3994,SRR2099940
3995,ERR552505
3996,ERR552652
3997,SRR2101583
3998,ERR1213881
3999,SRR1167307
4000,SRR1184120
4001,SRR833214
4002,SRR2100093
4003,SRR2101307
4004,SRR2100001
4005,SRR1165597
4006,SRR2100562
4007,SRR2100773
4008,SRR1173159
4009,ERR552577
4010,ERR1873487
4011,ERR216903
4012,SRR1167179
4013,SRR1167392
4014,SRR1173346
4015,SRR1162505
4016,ERR1034848
4017,SRR833134
4018,ERR553265
4019,SRR2101299
4020,ERR552384
4021,SRR2100122
4022,ERR181726
4023,ERR551826
4024,SRR1165714
4025,ERR1213904
4026,SRR1162806
4027,SRR1180937
4028,SRR1049728
4029,SRR2100264
4030,SRR2101217
4031,ERR245739
4032,ERR550877
4033,ERR1035304
4034,SRR1019161
4035,SRR2101660
4036,SRR2101790
4037,ERR553120
4038,SRR671861
4039,SRR2100947
4040,SRR1181385
4041,SRR1169108
4042,ERR181747
4043,ERR551825
4044,ERR176733
4045,SRR2100922
4046,SRR1165377
4047,SRR1159779
4048,SRR1162871
4049,ERR552969
4050,SRR1167253
4051,ERR212073
4052,ERR1213865
4053,ERR176536
4054,ERR176803
4055,ERR552057
4056,ERR550736
4057,SRR2100033
4058,SRR3675290
4059,SRR2101250
4060,SRR998646
4061,SRR1013576
4062,SRR1169135
4063,SRR2101122
4064,SRR2101761
4065,ERR181931
4066,ERR551495
4067,SRR2101682
4068,ERR181683
4069,SRR1159044
4070,ERR1873556
4071,SRR2101628
4072,SRR3675474
4073,ERR037513
4074,SRR2100495
4075,ERR176567
4076,ERR552830
4077,SRR1163096
4078,SRR2100970
4079,ERR126619
4080,ERR163930
4081,SRR833074
4082,SRR2100712
4083,SRR1167353
4084,SRR1577809
4085,SRR1146360
4086,SRR1172305
4087,ERR1035346
4088,SRR1181257
4089,SRR671805
4090,ERR551072
4091,ERR161131
4092,ERR176794
4093,ERR2124075
4094,SRR2100070
4095,ERR229957
4096,ERR1035210
4097,SRR998690
4098,SRR2101454
4099,ERR245668
4100,SRR2101025
4101,ERR181898
4102,ERR161064
4103,SRR1184304
4104,SRR671759
4105,SRR1048995
4106,SRR1011506
4107,ERR181895
4108,ERR161094
4109,ERR551656
4110,ERR1873450
4111,SRR671819
4112,ERR551931
4113,ERR553088
4114,ERR176570
4115,SRR2100975
4116,SRR1162517
4117,SRR1172079
4118,SRR1158998
4119,ERR212036
4120,SRR2100624
4121,ERR552833
4122,ERR163980
4123,SRR2101377
4124,SRR1163405
4125,ERR867546
4126,SRR671846
4127,SRR3675483
4128,SRR2101599
4129,SRR2100992
4130,SRR1180142
4131,SRR2100102
4132,ERR551947
4133,SRR998753
4134,ERR037512
4135,ERR552041
4136,ERR176695
4137,ERR181759
4138,SRR2100556
4139,ERR163975
4140,SRR2101822
4141,ERR212133
4142,SRR833007
4143,SRR1181314
4144,ERR037547
4145,SRR1158950
4146,SRR1162961
4147,ERR181913
4148,ERR163928
4149,ERR551996
4150,ERR1035344
4151,ERR229973
4152,SRR1169586
4153,ERR1873557
4154,SRR2101221
4155,ERR551809
4156,SRR1048980
4157,ERR551762
4158,ERR552455
4159,ERR1873563
4160,ERR498391
4161,SRR1144816
4162,SRR2100372
4163,SRR1165572
4164,SRR1013619
4165,ERR551499
4166,ERR551061
4167,ERR176631
4168,SRR2100689
4169,ERR1034873
4170,ERR176662
4171,SRR1172108
4172,SRR1162475
4173,SRR2101666
4174,SRR1049647
4175,SRR2101180
4176,ERR551840
4177,SRR1173851
4178,SRR1168958
4179,SRR2101361
4180,SRR1173306
4181,SRR1180171
4182,ERR552719
4183,ERR2145489
4184,SRR2101711
4185,SRR2099961
4186,SRR1169552
4187,ERR553164
4188,ERR1034755
4189,SRR2101134
4190,ERR552476
4191,SRR2101480
4192,ERR552385
4193,ERR182023
4194,ERR551873
4195,SRR671721
4196,ERR553267
4197,ERR182005
4198,SRR1162872
4199,SRR2100456
4200,SRR1049652
4201,ERR037542
4202,SRR1166301
4203,ERR552212
4204,SRR1048842
4205,SRR2101782
4206,SRR1013633
4207,SRR1173415
4208,SRR1146353
4209,SRR2099976
4210,SRR671728
4211,SRR847779
4212,SRR1049727
4213,SRR2101159
4214,ERR551377
4215,SRR1169139
4216,SRR2100389
4217,SRR1013634
4218,ERR1035326
4219,SRR2100686
4220,SRR2100799
4221,ERR181821
4222,SRR1166135
4223,SRR1181003
4224,ERR181724
4225,SRR1180935
4226,ERR552951
4227,ERR867530
4228,ERR551708
4229,SRR1165332
4230,SRR1167266
4231,ERR126640
4232,SRR1166084
4233,SRR1167297
4234,SRR1181157
4235,ERR552974
4236,SRR1158939
4237,SRR2100780
4238,SRR1163430
4239,SRR1144814
4240,ERR176465
4241,ERR553223
4242,ERR221586
4243,ERR182006
4244,SRR1103486
4245,SRR1163023
4246,ERR230010
4247,SRR671769
4248,ERR181874
4249,SRR2100046
4250,SRR1172864
4251,ERR551106
4252,SRR1013677
4253,SRR832999
4254,SRR2467268
4255,SRR1180997
4256,SRR1184356
4257,ERR1035114
4258,ERR245710
4259,SRR1180271
4260,ERR181946
4261,SRR1013544
4262,SRR2101406
4263,ERR551883
4264,ERR550944
4265,SRR2100289
4266,ERR1213837
4267,SRR2101775
4268,SRR2100969
4269,SRR1173357
4270,SRR2100762
4271,SRR1165543
4272,SRR1175081
4273,SRR832985
4274,ERR234591
4275,SRR1144811
4276,ERR212137
4277,ERR161177
4278,ERR176504
4279,SRR1144772
4280,SRR2101251
4281,ERR551814
4282,SRR1174840
4283,SRR2101112
4284,SRR2099996
4285,SRR1172982
4286,SRR1049571
4287,ERR161115
4288,SRR1166296
4289,SRR2100907
4290,SRR1173225
4291,SRR1167295
4292,ERR1213938
4293,ERR551956
4294,ERR176593
4295,SRR3675316
4296,ERR688040
4297,SRR1173600
4298,SRR2101010
4299,SRR1168992
4300,SRR2101401
4301,SRR833089
4302,ERR176537
4303,SRR2101163
4304,SRR1162541
4305,SRR1167251
4306,SRR2101613
4307,SRR1180940
4308,ERR1873538
4309,SRR1180362
4310,SRR1169169
4311,SRR1168993
4312,ERR1034919
4313,SRR1167316
4314,ERR181921
4315,ERR221529
4316,SRR1166722
4317,ERR037514
4318,ERR181871
4319,ERR163957
4320,ERR036187
4321,ERR221553
4322,SRR2100331
4323,ERR245692
4324,SRR1181172
4325,SRR1165557
4326,SRR1172300
4327,ERR161072
4328,ERR2124082
4329,ERR1035258
4330,SRR1180219
4331,SRR1169246
4332,ERR1034939
4333,ERR1034785
4334,ERR126637
4335,SRR1162952
4336,ERR163984
4337,SRR2101419
4338,SRR2100239
4339,SRR1180236
4340,SRR2100403
4341,SRR1162855
4342,ERR552610
4343,ERR181984
4344,SRR1169086
4345,ERR221582
4346,ERR1034830
4347,ERR176478
4348,SRR1184360
4349,ERR552607
4350,ERR176703
4351,ERR2145491
4352,SRR1169251
4353,SRR2101664
4354,SRR2101071
4355,ERR552956
4356,ERR2145486
4357,ERR234699
4358,ERR551815
4359,ERR551701
4360,SRR1159150
4361,SRR1175169
4362,SRR1163108
4363,SRR1049653
4364,ERR245670
4365,ERR552390
4366,ERR553090
4367,ERR190401
4368,SRR1173184
4369,SRR1169160
4370,ERR552613
4371,ERR229965
4372,SRR1173173
4373,SRR3675475
4374,ERR182049
4375,ERR181905
4376,SRR1173277
4377,SRR1169015
4378,SRR2101100
4379,SRR1165523
4380,ERR181713
4381,SRR1172304
4382,SRR1144730
4383,ERR181938
4384,SRR1013541
4385,ERR181701
4386,SRR2101376
4387,SRR1180442
4388,SRR2101717
4389,SRR832979
4390,ERR037487
4391,SRR1169079
4392,ERR551418
4393,SRR2101052
4394,SRR2101363
4395,SRR2099985
4396,ERR550808
4397,ERR212096
4398,SRR1162947
4399,ERR036219
4400,SRR924703
4401,SRR671797
4402,ERR037508
4403,ERR551186
4404,SRR2100639
4405,SRR1049639
4406,SRR2100665
4407,SRR1173009
4408,SRR2101288
4409,SRR2101355
4410,SRR1175517
4411,SRR1180958
4412,SRR1180283
4413,SRR1163039
4414,SRR2100652
4415,ERR037510
4416,SRR1011480
4417,SRR1011479
4418,SRR2100680
4419,SRR2101789
4420,SRR1062885
4421,SRR1169253
4422,ERR552923
4423,ERR181710
4424,ERR550990
4425,ERR176821
4426,ERR163941
4427,ERR552274
4428,SRR1165221
4429,ERR1213846
4430,SRR1162995
4431,ERR552375
4432,ERR553084
4433,SRR2100248
4434,SRR2101524
4435,ERR181794
4436,ERR551964
4437,ERR1213898
4438,SRR2100632
4439,ERR552949
4440,SRR1172705
4441,SRR1173486
4442,SRR2101200
4443,ERR181852
4444,ERR161075
4445,SRR2100707
4446,ERR037526
4447,SRR1166115
4448,ERR161018
4449,ERR161123
4450,ERR1034927
4451,ERR190409
4452,SRR1172843
4453,SRR1180359
4454,SRR1180358
4455,ERR211991
4456,SRR1180260
4457,SRR1163142
4458,ERR551633
4459,SRR1159293
4460,SRR1166302
4461,SRR2101358
4462,SRR1172359
4463,ERR181679
