,name/ pos- ref- alt
1558,ERR550660
1559,ERR126639
1560,ERR161183
1561,SRR1146343
1562,ERR1034993
1563,SRR1181084
1564,ERR550995
1565,SRR1172274
1566,SRR2100657
1567,SRR1173548
1568,ERR1035024
1569,SRR671795
1570,SRR998726
1571,SRR833105
1572,SRR2101352
1573,ERR161116
1574,SRR833103
1575,SRR833114
1576,SRR2100782
1577,ERR1035227
1578,SRR833033
1579,SRR2100791
1580,SRR1184368
1581,SRR1173345
1582,SRR2100458
1583,ERR229955
1584,SRR833060
1585,SRR2469370
1586,ERR1035306
1587,ERR221552
1588,ERR1873560
1589,ERR552054
1590,SRR2100946
1591,SRR1049748
1592,SRR1162870
1593,ERR552217
1594,ERR181755
1595,SRR1172974
1596,ERR551006
1597,SRR1181198
1598,ERR245722
1599,ERR190352
1600,ERR552815
1601,SRR1172329
1602,ERR552102
1603,SRR2101013
1604,ERR553368
1605,SRR2101366
1606,ERR1034977
1607,SRR1166160
1608,ERR1035100
1609,SRR1013663
1610,SRR1159310
1611,SRR2100066
1612,ERR161102
1613,ERR553167
1614,ERR144618
1615,SRR1162846
1616,ERR551276
1617,SRR1173261
1618,SRR1049749
1619,ERR1213824
1620,SRR2100886
1621,SRR2100325
1622,SRR1167332
1623,ERR552774
1624,SRR1173220
1625,SRR2101254
1626,SRR2100168
1627,ERR551115
1628,SRR2101067
1629,SRR2101438
1630,SRR1013548
1631,ERR037523
1632,ERR551077
1633,SRR1146315
1634,SRR2101582
1635,SRR1180984
1636,ERR1034956
1637,SRR1173529
1638,ERR551600
1639,SRR2100631
1640,SRR1049070
1641,ERR163971
1642,SRR2101731
1643,SRR1013606
1644,SRR1049634
1645,SRR2101178
1646,SRR1173327
1647,ERR1034995
1648,ERR553231
1649,SRR1165503
1650,ERR1036276
1651,SRR1181320
1652,ERR067604
1653,SRR833092
1654,ERR245707
1655,ERR181718
1656,SRR1173354
1657,ERR176776
1658,SRR998785
1659,SRR1172788
1660,SRR2100188
1661,ERR1035337
1662,SRR671719
1663,ERR190397
1664,SRR2100303
1665,ERR552033
1666,SRR2100530
1667,ERR181740
1668,ERR553255
1669,SRR833019
1670,ERR181790
1671,ERR176827
1672,ERR1873481
1673,SRR1167333
1674,ERR1213825
1675,ERR550980
1676,SRR2100703
1677,ERR176797
1678,SRR2101492
1679,SRR2101374
1680,SRR2101017
1681,SRR2100192
1682,ERR161132
1683,SRR1002678
1684,ERR176548
1685,ERR212092
1686,SRR3675498
1687,ERR552509
1688,ERR552106
1689,ERR161095
1690,ERR551133
1691,ERR552353
1692,SRR1167290
1693,ERR036236
1694,ERR551087
1695,ERR551432
1696,ERR161096
1697,ERR550743
1698,ERR551811
1699,SRR2101760
1700,ERR552800
1701,SRR2101349
1702,ERR1034799
1703,ERR190404
1704,ERR1034930
1705,SRR1165262
1706,ERR245828
1707,SRR1146421
1708,SRR2100980
1709,SRR1181085
1710,SRR1169221
1711,SRR1169201
1712,ERR1873426
1713,ERR1035334
1714,SRR1146338
1715,ERR552263
1716,SRR2101231
1717,SRR1173677
1718,SRR1163025
1719,ERR176760
1720,ERR181739
1721,ERR176615
1722,ERR221600
1723,SRR1165583
1724,SRR1172188
1725,ERR400306
1726,SRR1159167
1727,ERR245802
1728,SRR1013623
1729,ERR551910
1730,SRR2100544
1731,SRR1173008
1732,SRR1158907
1733,SRR3675532
1734,SRR1180330
1735,SRR1180936
1736,ERR245772
1737,ERR1873429
1738,ERR176508
1739,SRR1013657
1740,SRR2100898
1741,SRR2100035
1742,SRR2101165
1743,SRR1173063
1744,SRR1011470
1745,ERR551286
1746,ERR551131
1747,ERR181965
1748,SRR2100060
1749,SRR1173107
1750,ERR1034849
1751,ERR1035176
1752,ERR067714
1753,SRR2101799
1754,ERR161149
1755,SRR671722
1756,SRR1167181
1757,SRR2100071
1758,ERR216911
1759,ERR551381
1760,SRR1172072
1761,ERR1035355
1762,SRR1173270
1763,SRR1165696
1764,ERR161144
1765,SRR1049562
1766,SRR2100007
1767,SRR2100405
1768,ERR1035033
1769,ERR176534
1770,SRR1049563
1771,SRR671850
1772,SRR3675315
1773,ERR176490
1774,SRR1167301
1775,SRR2100161
1776,SRR2101716
1777,ERR552191
1778,SRR1162707
1779,ERR1036284
1780,SRR1180352
1781,SRR2101544
1782,SRR1162521
1783,SRR1180770
1784,ERR551576
1785,SRR2101817
1786,SRR1169141
1787,ERR551772
1788,ERR550725
1789,SRR2101189
1790,ERR550958
1791,SRR1180441
1792,ERR221609
1793,SRR1162826
1794,SRR2101674
1795,SRR1180256
1796,ERR552018
1797,ERR1873476
1798,SRR2101571
1799,ERR551163
1800,SRR1165629
1801,SRR2100851
1802,ERR553113
1803,ERR552142
1804,SRR1181034
1805,SRR1166101
1806,ERR552098
1807,SRR2101420
1808,SRR2101677
1809,SRR1159352
1810,ERR551778
1811,ERR550663
1812,ERR176501
1813,SRR1165644
1814,SRR1162542
1815,SRR1180276
1816,ERR176708
1817,ERR161103
1818,ERR211998
1819,ERR551096
1820,ERR1035075
1821,ERR551415
1822,ERR552092
1823,SRR1162968
1824,SRR1181211
1825,SRR1167254
1826,SRR2100738
1827,ERR216914
1828,SRR2101172
1829,SRR1049613
1830,SRR2100056
1831,SRR1165298
1832,ERR551854
1833,SRR671789
1834,ERR176510
1835,SRR1172341
1836,SRR2100053
1837,SRR2101153
1838,ERR552738
1839,ERR552601
1840,ERR552861
1841,SRR2101444
1842,ERR551117
1843,ERR1035342
1844,SRR2100594
1845,ERR1034826
1846,SRR2101778
1847,SRR1163318
1848,ERR212139
1849,ERR1873501
1850,SRR2100452
1851,SRR1163371
1852,ERR176598
1853,SRR2100414
1854,ERR551827
1855,ERR552377
1856,ERR1034731
1857,ERR108422
1858,ERR164014
1859,SRR2101171
1860,SRR1002701
1861,SRR1062887
1862,ERR1035245
1863,ERR181826
1864,SRR1180257
1865,SRR1181137
1866,SRR1172862
1867,ERR1035067
1868,SRR2101513
1869,SRR1173553
1870,ERR176671
1871,ERR161093
1872,SRR1002679
1873,SRR2100911
1874,SRR2100123
1875,SRR1162792
1876,SRR2101542
1877,SRR1172157
1878,SRR1167320
1879,ERR1873489
1880,ERR161188
1881,ERR553159
1882,ERR161023
1883,SRR2100238
1884,ERR1034792
1885,ERR1034926
1886,SRR2100207
1887,SRR2100352
1888,SRR1162836
1889,ERR551610
1890,ERR161066
1891,SRR1184363
1892,SRR998794
1893,ERR176551
1894,SRR2101425
1895,SRR1166329
1896,ERR550628
1897,SRR1165508
1898,ERR212144
1899,ERR181680
1900,ERR1873492
1901,ERR550835
1902,ERR181767
1903,SRR1163306
1904,ERR552443
1905,SRR1019157
1906,SRR1172836
1907,ERR181844
1908,SRR1169543
1909,SRR1169475
1910,ERR551284
1911,ERR161058
1912,ERR1213861
1913,SRR2100644
1914,SRR3675447
1915,SRR2100227
1916,SRR1173054
1917,SRR2101580
1918,SRR671790
1919,SRR1144802
1920,SRR2101207
1921,ERR1034723
1922,ERR552761
1923,SRR1180177
1924,SRR2101648
1925,SRR2101177
1926,SRR671744
1927,ERR216937
1928,SRR1165682
1929,SRR1159986
1930,ERR552644
1931,SRR998688
1932,ERR551565
1933,ERR176732
1934,ERR1034946
1935,ERR1034733
1936,SRR1172928
1937,SRR1172208
1938,ERR1034975
1939,SRR2101562
1940,SRR1169189
1941,ERR552842
1942,ERR551988
1943,SRR1163326
1944,ERR181972
1945,SRR2100874
1946,SRR1163090
1947,SRR1180161
1948,ERR550897
1949,ERR552611
1950,SRR1181260
1951,SRR2100380
1952,SRR2100148
1953,SRR1173393
1954,ERR1213908
1955,ERR551643
1956,SRR2099963
1957,SRR1146363
1958,ERR176623
1959,ERR181835
1960,SRR2100200
1961,SRR998790
1962,SRR2100052
1963,SRR1167380
1964,SRR2100041
1965,SRR1169250
1966,SRR847803
1967,SRR2100948
1968,ERR1873467
1969,SRR1181301
1970,SRR1165620
1971,ERR552942
1972,SRR2100910
1973,SRR1172865
1974,SRR1049674
1975,SRR2101113
1976,ERR551730
1977,SRR1167352
1978,ERR245725
1979,SRR1013651
1980,SRR2101749
1981,SRR998842
1982,ERR552107
1983,SRR1173350
1984,SRR1165318
1985,ERR552668
1986,ERR552966
1987,ERR1213890
1988,SRR1162888
1989,SRR1159262
1990,SRR1180245
1991,ERR1034883
1992,SRR1184382
1993,SRR1173510
1994,ERR1035226
1995,ERR234667
1996,ERR067583
1997,SRR1049598
1998,ERR1873541
1999,SRR1181099
2000,ERR190406
2001,ERR553257
2002,ERR551918
2003,SRR1181404
2004,SRR1172287
2005,ERR553089
2006,ERR552268
2007,ERR212135
2008,SRR1049576
2009,SRR1181295
2010,SRR1162705
2011,ERR181997
2012,ERR550635
2013,SRR1165250
2014,ERR550629
2015,ERR551267
2016,ERR1035116
2017,SRR2100338
2018,ERR181806
2019,SRR671824
2020,SRR2100591
2021,ERR551856
2022,ERR163940
2023,ERR552156
2024,SRR1162533
2025,ERR1213852
2026,SRR1184295
2027,ERR550986
2028,SRR1175497
2029,ERR182042
2030,SRR1013661
2031,ERR1873490
2032,SRR1181220
2033,ERR551871
2034,SRR2101538
2035,SRR2099978
2036,SRR2100490
2037,ERR212079
2038,SRR2100607
2039,ERR1873466
2040,SRR1049558
2041,SRR1181060
2042,SRR1167381
2043,ERR036195
2044,ERR552860
2045,SRR1169489
2046,SRR1165602
2047,SRR1103376
2048,SRR2100271
2049,SRR2101404
2050,SRR671834
2051,SRR1173260
2052,SRR2100275
2053,ERR182039
2054,ERR552555
2055,SRR2101793
2056,SRR3675496
2057,SRR2100177
2058,SRR2101261
2059,SRR1172156
2060,ERR211996
2061,SRR1169558
2062,ERR1035054
2063,ERR550908
2064,SRR1173285
2065,ERR552449
2066,SRR2100399
2067,SRR1165275
2068,SRR2101224
2069,SRR1166155
2070,ERR1034960
2071,SRR1168971
2072,SRR3675217
2073,ERR1034952
2074,ERR176749
2075,ERR550820
2076,ERR553034
2077,ERR036240
2078,ERR552945
2079,SRR2100718
2080,SRR1173441
2081,SRR1165676
2082,SRR1163421
2083,SRR2100180
2084,SRR1172869
2085,ERR552297
2086,SRR1180995
2087,ERR1213879
2088,ERR551723
2089,ERR161085
2090,ERR2145505
2091,ERR1873548
2092,SRR1173187
2093,SRR1050529
2094,SRR2101083
2095,SRR2101665
2096,ERR176612
2097,ERR163998
2098,ERR1035198
2099,ERR181846
2100,ERR190400
2101,ERR176546
2102,SRR2100901
2103,ERR1034947
2104,SRR1163200
2105,SRR1165719
2106,SRR3675228
2107,SRR1146369
2108,SRR1169245
2109,SRR1011510
2110,SRR2100297
2111,ERR552805
2112,ERR216912
2113,SRR671749
2114,SRR1180357
2115,SRR2101755
2116,SRR2100976
2117,SRR998732
2118,SRR1167176
2119,ERR553086
2120,ERR212003
2121,SRR2101453
2122,SRR2101300
2123,SRR1167292
2124,ERR551095
2125,ERR176790
2126,SRR1169162
2127,SRR671851
2128,SRR1047984
2129,ERR245674
2130,SRR2100166
2131,SRR2101082
2132,SRR1163102
2133,ERR551225
2134,SRR2100159
2135,ERR552564
2136,ERR553008
2137,SRR2100202
2138,ERR181950
2139,SRR1165660
2140,SRR1173316
2141,SRR1062922
2142,SRR1162700
2143,ERR181877
2144,ERR164005
2145,ERR161166
2146,SRR3675560
2147,SRR1180314
2148,SRR2100483
2149,SRR1168975
2150,ERR551144
2151,SRR1163320
2152,ERR1873543
2153,SRR1163129
2154,ERR176605
2155,ERR176657
2156,SRR1144753
2157,ERR176592
2158,SRR2101439
2159,SRR2100424
2160,ERR1213843
2161,SRR3675489
2162,SRR2100955
2163,SRR1166333
2164,SRR1167283
2165,SRR1165232
2166,ERR216979
2167,ERR551748
2168,SRR1180201
2169,SRR1162890
2170,ERR176785
2171,ERR1873506
2172,ERR161027
2173,SRR671854
2174,SRR3675317
2175,SRR1162856
2176,ERR550658
2177,SRR1166908
2178,SRR1169542
2179,SRR1165673
2180,SRR1165265
2181,SRR1163416
2182,SRR2101073
2183,SRR1013591
2184,ERR161195
2185,SRR2101431
2186,SRR1163016
2187,ERR1873549
2188,ERR245778
2189,SRR2101086
2190,ERR550838
2191,ERR1034979
2192,ERR550830
2193,SRR2101651
2194,ERR552850
2195,SRR1146414
2196,SRR1173358
2197,ERR1035241
2198,SRR2101659
2199,ERR1035172
2200,ERR190360
2201,SRR1173043
2202,ERR551533
2203,ERR212075
2204,SRR2100072
2205,SRR3675321
2206,SRR1173523
2207,SRR833145
2208,SRR1169585
2209,SRR1180343
2210,ERR229998
2211,ERR552741
2212,ERR036191
2213,ERR551995
2214,SRR1162835
2215,SRR1172227
2216,SRR1173522
2217,ERR553276
2218,ERR552528
2219,ERR176744
2220,SRR1011450
2221,SRR1158898
2222,SRR2101521
2223,ERR1873438
2224,SRR2100848
2225,SRR2100670
2226,SRR2100026
2227,SRR1146383
2228,SRR2100471
2229,ERR551957
2230,SRR1175325
2231,SRR2100484
2232,SRR1173000
2233,SRR998620
2234,SRR1165529
2235,ERR1035016
2236,SRR2101319
2237,SRR2101725
2238,SRR2101116
2239,ERR551063
2240,SRR1162536
2241,ERR176802
2242,ERR067679
2243,SRR2101176
2244,SRR1062937
2245,SRR2100320
2246,ERR551000
2247,ERR1213842
2248,SRR2100434
2249,SRR2467264
2250,SRR833056
2251,SRR2100241
2252,SRR2100681
2253,ERR221546
2254,ERR212132
2255,SRR1172706
2256,ERR1035249
2257,ERR176485
2258,ERR181734
2259,SRR2100820
2260,ERR552126
2261,ERR245724
2262,ERR551426
2263,SRR1180976
2264,SRR1062918
2265,ERR2145499
2266,ERR181775
2267,ERR211994
2268,SRR1167370
2269,ERR181963
2270,ERR551157
2271,ERR181834
2272,ERR161165
2273,SRR1165212
2274,ERR1213888
2275,SRR1165218
2276,SRR1002690
2277,SRR2469374
2278,SRR2100810
2279,SRR1163172
2280,SRR1013667
2281,SRR2101787
2282,SRR1166166
2283,ERR221602
2284,SRR2101737
2285,SRR2101110
2286,ERR245688
2287,SRR2100620
2288,ERR036231
2289,SRR1174823
2290,SRR2101193
2291,SRR2101520
2292,ERR552953
2293,SRR2101574
2294,ERR176586
2295,ERR126626
2296,ERR552971
2297,SRR2100243
2298,ERR190346
2299,SRR1159713
2300,ERR245761
2301,ERR1213937
2302,ERR551192
2303,SRR1172985
2304,SRR1172826
2305,ERR176474
2306,ERR161201
2307,SRR1167260
2308,SRR1162731
2309,SRR2100473
2310,ERR181845
2311,SRR2100400
2312,SRR1169228
2313,ERR552014
2314,SRR671788
2315,SRR671741
2316,SRR2100446
2317,ERR550964
2318,SRR1180326
2319,ERR551501
2320,SRR1173071
2321,ERR552788
2322,ERR551818
2323,SRR1013652
2324,SRR3675569
2325,ERR161179
2326,ERR552603
2327,SRR2100050
2328,ERR552691
2329,SRR1172258
2330,SRR1165229
2331,ERR553225
2332,ERR1035271
2333,SRR2099947
2334,SRR1172773
2335,ERR553217
2336,SRR1162833
2337,ERR161143
2338,SRR3675239
2339,ERR182012
2340,ERR163983
2341,SRR998622
2342,SRR1169255
2343,ERR181850
2344,SRR1172787
2345,ERR552975
2346,ERR553294
2347,SRR1169528
2348,ERR551476
2349,ERR181932
2350,ERR1034772
2351,ERR552628
2352,SRR1172225
2353,SRR1159360
2354,SRR2100410
2355,ERR182017
2356,ERR182002
2357,SRR833047
2358,ERR176700
2359,ERR1034672
2360,SRR2101527
2361,SRR2100997
2362,SRR1180394
2363,ERR552709
2364,ERR400529
2365,ERR037530
2366,ERR181757
2367,ERR181976
2368,SRR1184123
2369,ERR551322
2370,SRR1013540
2371,ERR1213868
2372,SRR1173376
2373,SRR1169127
2374,ERR176742
2375,ERR133808
2376,SRR2101152
2377,SRR1167377
2378,ERR550659
2379,SRR2101472
2380,ERR551844
2381,SRR1181352
2382,ERR161035
2383,SRR1172906
2384,ERR181703
2385,SRR998782
2386,SRR1049606
2387,SRR1002684
2388,ERR550748
2389,SRR833027
2390,ERR212070
2391,SRR1172267
2392,SRR2100127
2393,ERR551413
2394,ERR181722
2395,SRR1173566
2396,ERR1873480
2397,SRR1172423
2398,ERR037484
2399,SRR1163166
2400,SRR1180289
2401,ERR550763
2402,ERR553022
2403,ERR1873454
2404,SRR1173213
2405,SRR2099935
2406,SRR1172181
2407,ERR163990
2408,SRR2100529
2409,SRR2101218
2410,SRR1166099
2411,SRR2100381
2412,SRR998588
2413,SRR2101591
2414,SRR2100993
2415,SRR1169101
2416,ERR163937
2417,ERR212140
2418,SRR1172034
2419,SRR2101327
2420,SRR2100141
2421,SRR1180169
2422,ERR552803
2423,SRR1165242
2424,SRR1167336
2425,ERR551793
2426,SRR2100577
2427,ERR553219
2428,SRR833159
2429,SRR993002
2430,ERR212069
2431,SRR998760
2432,SRR2101470
2433,SRR998598
2434,ERR1035285
2435,SRR833048
2436,SRR2099982
2437,SRR1172952
2438,SRR998576
2439,SRR1172228
2440,SRR2469376
2441,ERR551718
2442,ERR551128
2443,ERR553212
2444,SRR2100220
2445,ERR552730
2446,SRR2100528
2447,SRR1577819
2448,SRR1173490
2449,ERR037555
2450,ERR229991
2451,ERR551558
2452,SRR3675281
2453,SRR2099953
2454,SRR1163321
2455,SRR1184334
2456,SRR2101124
2457,SRR1165228
2458,SRR2100749
2459,SRR2100685
2460,SRR2100967
2461,SRR1049715
2462,ERR551898
2463,ERR552831
2464,ERR190342
2465,ERR161137
2466,SRR1172136
2467,SRR1013565
2468,SRR1165680
2469,SRR2100244
2470,SRR2100036
2471,ERR176637
2472,ERR037500
2473,ERR551911
2474,SRR1169491
2475,SRR2100953
2476,ERR550821
2477,SRR1167288
2478,ERR551454
2479,SRR1166177
2480,SRR1173172
2481,SRR998621
2482,SRR1169511
2483,SRR2100974
2484,SRR2101712
2485,SRR1062926
2486,SRR1165677
2487,SRR1173491
2488,SRR1175307
2489,SRR1144810
2490,SRR1173644
2491,SRR1013547
2492,ERR1035351
2493,SRR1180328
2494,SRR2101732
2495,ERR552175
2496,ERR221560
2497,ERR553070
2498,SRR1180145
2499,SRR1019155
2500,ERR1213844
2501,SRR2101584
2502,SRR1019140
2503,ERR1873547
2504,SRR1180262
2505,ERR1035126
2506,SRR2469371
2507,ERR163956
2508,SRR2100131
2509,SRR1166807
2510,SRR2100824
2511,SRR998652
2512,SRR3675286
2513,ERR181862
2514,ERR551030
2515,SRR1173675
2516,SRR2101291
2517,SRR2101252
2518,SRR1013596
2519,SRR1172938
2520,SRR1167262
2521,ERR190407
2522,ERR552531
2523,ERR067636
2524,ERR400419
2525,SRR1172281
2526,ERR550732
2527,SRR1013628
2528,SRR671732
2529,ERR551071
2530,ERR1035253
2531,SRR1159351
2532,SRR2101743
2533,SRR2100728
2534,ERR1873534
2535,SRR2101111
2536,SRR833088
2537,SRR1174838
2538,ERR1873497
2539,SRR1146342
2540,ERR2145519
2541,SRR1165340
2542,SRR2101417
2543,ERR176818
2544,ERR181706
2545,ERR245787
2546,ERR1034800
2547,ERR1035289
2548,ERR176758
2549,ERR161134
2550,SRR2100724
2551,SRR1167177
2552,SRR2101595
2553,SRR1049038
2554,SRR2100080
2555,SRR1049642
2556,SRR1173301
2557,SRR2100353
2558,ERR176724
2559,SRR2099957
2560,SRR2100734
2561,SRR2101619
2562,SRR1062894
2563,ERR161145
2564,ERR552928
2565,ERR551259
2566,SRR2100675
2567,SRR2100310
2568,ERR212051
2569,ERR1034982
2570,SRR1165297
2571,SRR2101244
2572,ERR181727
2573,SRR1167183
2574,ERR176813
2575,ERR552582
2576,SRR2100015
2577,SRR1165257
2578,ERR551606
2579,ERR550832
2580,ERR212130
2581,SRR2100103
2582,SRR1166809
2583,SRR2100740
2584,ERR181843
2585,SRR2100605
2586,SRR1169212
2587,ERR037531
2588,SRR1165648
2589,SRR2100615
2590,SRR1175523
2591,SRR1173217
2592,SRR1173094
2593,SRR3675533
2594,ERR552770
2595,ERR245770
2596,SRR1169476
2597,ERR181918
2598,SRR1013646
2599,ERR1035359
2600,ERR245705
2601,SRR2100273
2602,SRR2101230
2603,SRR1181123
2604,ERR551741
2605,ERR176558
2606,SRR1169190
2607,ERR550653
2608,ERR212128
2609,SRR2100481
2610,ERR1873517
2611,SRR2101436
2612,ERR1873396
2613,SRR847794
2614,ERR552207
2615,ERR161199
2616,ERR1873495
2617,SRR1049024
2618,SRR1180407
2619,SRR2100079
2620,ERR190394
2621,SRR1166195
2622,SRR2101500
2623,ERR553135
2624,ERR552845
2625,SRR1165373
2626,SRR1169624
2627,ERR551695
2628,ERR2145496
2629,ERR161146
2630,ERR1034725
2631,ERR245665
2632,ERR181819
2633,SRR2100232
2634,SRR1167322
2635,ERR2145522
2636,ERR552290
2637,ERR552310
2638,SRR1167173
2639,ERR551771
2640,ERR1034940
2641,SRR1172809
2642,SRR2100596
2643,ERR221566
2644,SRR2101694
2645,SRR1172232
2646,ERR1034839
2647,SRR1181290
2648,SRR1169177
2649,SRR2100138
2650,SRR671873
2651,ERR161148
2652,ERR552257
2653,ERR1035012
2654,SRR1163310
2655,SRR1169128
2656,ERR552943
2657,ERR1873458
2658,SRR2101769
2659,ERR551431
2660,ERR1873558
2661,ERR552630
2662,SRR671734
2663,SRR2099986
2664,SRR1180376
2665,SRR924707
2666,SRR2101796
2667,SRR1180415
2668,SRR1173249
2669,SRR1049575
2670,ERR553107
2671,ERR245646
2672,SRR2101287
2673,ERR245752
2674,SRR2100431
2675,SRR1165662
2676,SRR2101699
2677,SRR1049001
2678,SRR1162480
2679,ERR176608
2680,SRR1162966
2681,SRR1166322
2682,ERR550634
2683,SRR2100218
2684,ERR551693
2685,SRR671868
2686,SRR1165664
2687,SRR1172710
2688,SRR2101336
2689,ERR551887
2690,SRR2100173
2691,SRR671748
2692,SRR1172321
2693,SRR998788
2694,SRR1165225
2695,ERR163932
2696,ERR1213931
2697,ERR553003
2698,ERR551068
2699,ERR552816
2700,SRR2100370
2701,ERR181733
2702,SRR1180249
2703,SRR1172316
2704,ERR176750
2705,SRR2101501
2706,SRR1180419
2707,SRR2100852
2708,SRR2100909
2709,ERR1034892
2710,SRR2101087
2711,SRR2100543
2712,SRR1163032
2713,SRR998696
2714,ERR551949
2715,ERR176661
2716,ERR1034796
2717,ERR550770
2718,SRR2100667
2719,ERR551498
2720,SRR2100559
2721,SRR1162708
2722,SRR1163286
2723,SRR2100809
2724,SRR2100117
2725,SRR2100587
2726,ERR182016
2727,SRR1577811
2728,SRR1163184
2729,ERR037467
2730,ERR1035083
2731,ERR190330
2732,SRR2100450
2733,SRR2101117
2734,ERR551529
2735,ERR1873444
2736,SRR1163211
2737,SRR1165290
2738,ERR2145509
2739,SRR1172829
2740,SRR1181249
2741,ERR552819
2742,SRR671768
2743,ERR552117
2744,SRR1165437
2745,SRR1166917
2746,SRR1166147
2747,ERR036201
2748,SRR1163296
2749,ERR176606
2750,SRR1163103
2751,SRR2101236
2752,SRR1167175
2753,SRR1167296
2754,ERR212142
2755,SRR998664
2756,SRR1181204
2757,ERR551624
2758,ERR551252
2759,ERR551646
2760,SRR1184317
2761,SRR1172335
2762,SRR1173401
2763,SRR1166096
2764,ERR1034970
2765,SRR1166937
2766,ERR2145515
2767,SRR1173368
2768,SRR1172858
2769,SRR2100708
2770,ERR1213911
2771,SRR998612
2772,ERR181768
2773,ERR234558
2774,SRR2100107
2775,SRR998825
2776,ERR037480
2777,SRR833086
2778,SRR2100416
2779,SRR1165280
2780,ERR1035261
2781,ERR553097
2782,SRR671763
2783,ERR229968
2784,SRR998768
2785,ERR550810
2786,ERR550887
2787,SRR1165219
2788,SRR1180978
2789,SRR1049617
2790,SRR2101011
2791,ERR552944
2792,SRR1181014
2793,ERR552438
2794,SRR2101493
2795,SRR2100006
2796,ERR181981
2797,ERR619080
2798,SRR1013557
2799,SRR1167361
2800,SRR1173154
2801,SRR1163354
2802,SRR1019137
2803,SRR1173120
2804,ERR551168
2805,SRR2100527
2806,ERR1035084
2807,SRR2101150
2808,SRR2100090
2809,SRR1062914
2810,ERR551465
2811,SRR2100391
2812,ERR1213896
2813,ERR551463
2814,SRR1169109
2815,SRR832977
2816,SRR998758
2817,SRR847797
2818,ERR552094
2819,SRR3675454
2820,SRR2100786
2821,SRR1173300
2822,SRR3675264
2823,SRR1166276
2824,SRR2101277
2825,SRR2101119
2826,SRR3675459
2827,ERR2124104
2828,SRR3675276
2829,SRR2101707
2830,ERR553131
2831,SRR2100260
2832,SRR2099962
2833,ERR867564
2834,SRR1169240
2835,SRR1184357
2836,SRR1165521
2837,ERR221598
2838,ERR552286
2839,SRR1172240
2840,ERR1035125
2841,SRR1002686
2842,SRR833052
2843,SRR2100031
2844,SRR2100139
2845,SRR833118
2846,ERR1035059
2847,SRR3675254
2848,ERR551370
2849,ERR163978
2850,SRR1172850
2851,ERR176634
2852,SRR1163372
2853,SRR2100829
2854,SRR1181242
2855,SRR1144741
2856,ERR1873515
2857,SRR2100811
2858,SRR2101245
2859,SRR2100420
2860,SRR2101655
2861,SRR671725
2862,SRR1175030
2863,SRR2101566
2864,ERR176470
2865,ERR181967
2866,SRR1013568
2867,SRR1019129
2868,SRR1062927
2869,ERR182043
2870,ERR552757
2871,SRR1173276
2872,ERR551632
2873,SRR1174821
2874,ERR1873539
2875,SRR2100579
2876,ERR212007
2877,SRR3675213
2878,SRR1162841
2879,SRR2100085
2880,SRR2101550
2881,ERR176454
2882,SRR2100011
2883,SRR2101128
2884,SRR2101715
2885,ERR1873472
2886,SRR1169564
2887,SRR2100425
2888,SRR2101211
2889,ERR176820
2890,SRR1173194
2891,SRR833167
2892,SRR1159959
2893,ERR551736
2894,SRR2101388
2895,SRR1049621
2896,SRR1184309
2897,SRR1049064
2898,SRR671832
2899,SRR833123
2900,SRR1165215
2901,SRR1146377
2902,ERR551994
2903,ERR163974
2904,SRR1180206
2905,ERR176788
2906,SRR1169131
2907,SRR2101502
2908,ERR212011
2909,SRR1203930
2910,SRR1181312
2911,ERR550812
2912,ERR867565
2913,SRR1013614
2914,ERR552856
2915,SRR1062929
2916,SRR2100340
2917,SRR1019147
2918,ERR1035178
2919,SRR2100286
2920,SRR998823
2921,SRR1002695
2922,SRR833099
2923,ERR245690
2924,ERR181760
2925,ERR552896
2926,ERR2145503
2927,ERR161068
2928,SRR2100964
2929,ERR176663
2930,ERR551274
2931,ERR176591
2932,ERR1035013
2933,SRR1159034
2934,ERR552625
2935,ERR161111
2936,SRR1169241
2937,SRR1162814
2938,ERR550759
2939,ERR245760
2940,SRR2101036
2941,ERR181769
2942,ERR037496
2943,SRR1175046
2944,SRR2101735
2945,SRR2099936
2946,ERR551540
2947,ERR1034749
2948,ERR161118
2949,ERR176463
2950,ERR552835
2951,SRR1011472
2952,SRR2100423
2953,SRR2100330
2954,SRR1019143
2955,SRR2101784
2956,SRR1062913
2957,ERR176685
2958,ERR2145513
2959,SRR1181061
2960,SRR1047987
2961,SRR1169008
2962,ERR161181
2963,SRR2100485
2964,ERR176464
2965,SRR1735684
2966,ERR1035338
2967,ERR212090
2968,SRR2100517
2969,ERR552060
2970,ERR161074
2971,SRR1173391
2972,SRR998606
2973,ERR552418
2974,SRR1165319
2975,SRR1163345
2976,SRR2101602
2977,SRR1173010
2978,SRR2100838
2979,ERR181831
2980,SRR1167250
2981,SRR1062895
2982,ERR1873565
2983,SRR2100751
2984,SRR998604
2985,SRR1173344
2986,SRR2101141
2987,SRR1173127
2988,SRR833081
2989,ERR551507
2990,SRR1173132
2991,SRR3675479
2992,ERR245697
2993,SRR2100779
2994,SRR3675272
2995,ERR550840
2996,SRR1162972
2997,SRR671838
2998,ERR552749
2999,SRR998793
3000,SRR2099999
3001,SRR1019166
3002,SRR671752
3003,SRR2100477
3004,ERR181937
3005,SRR1163097
3006,SRR3675252
3007,SRR2100999
3008,SRR1049657
3009,ERR221612
3010,SRR847782
3011,ERR1035121
